lane_id	read1	read2	sample_id	contigs_path
14792_29	/lustre/scratch118/infgen/pathogen/pathpipe/pathogen_prok_external/seq-pipelines/human/gut_metagenome/TRACKING/100336/14792_29_clean/SLX/14792_29_clean/14792_29_clean/14792_29_clean_1.fastq.gz	/lustre/scratch118/infgen/pathogen/pathpipe/pathogen_prok_external/seq-pipelines/human/gut_metagenome/TRACKING/100336/14792_29_clean/SLX/14792_29_clean/14792_29_clean/14792_29_clean_2.fastq.gz	14792_29	/nfs/users/nfs_v/vc11/lustre/DATABASES/baby_biome_3336/14792_29_final_assembly.fasta
14792_30	/lustre/scratch118/infgen/pathogen/pathpipe/pathogen_prok_external/seq-pipelines/human/gut_metagenome/TRACKING/100336/14792_30_clean/SLX/14792_30_clean/14792_30_clean/14792_30_clean_1.fastq.gz	/lustre/scratch118/infgen/pathogen/pathpipe/pathogen_prok_external/seq-pipelines/human/gut_metagenome/TRACKING/100336/14792_30_clean/SLX/14792_30_clean/14792_30_clean/14792_30_clean_2.fastq.gz	14792_30	/nfs/users/nfs_v/vc11/lustre/DATABASES/baby_biome_3336/14792_30_final_assembly.fasta
14792_31	/lustre/scratch118/infgen/pathogen/pathpipe/pathogen_prok_external/seq-pipelines/human/gut_metagenome/TRACKING/100336/14792_31_clean/SLX/14792_31_clean/14792_31_clean/14792_31_clean_1.fastq.gz	/lustre/scratch118/infgen/pathogen/pathpipe/pathogen_prok_external/seq-pipelines/human/gut_metagenome/TRACKING/100336/14792_31_clean/SLX/14792_31_clean/14792_31_clean/14792_31_clean_2.fastq.gz	14792_31	/nfs/users/nfs_v/vc11/lustre/DATABASES/baby_biome_3336/14792_31_final_assembly.fasta
14792_32	/lustre/scratch118/infgen/pathogen/pathpipe/pathogen_prok_external/seq-pipelines/human/gut_metagenome/TRACKING/100336/14792_32_clean/SLX/14792_32_clean/14792_32_clean/14792_32_clean_1.fastq.gz	/lustre/scratch118/infgen/pathogen/pathpipe/pathogen_prok_external/seq-pipelines/human/gut_metagenome/TRACKING/100336/14792_32_clean/SLX/14792_32_clean/14792_32_clean/14792_32_clean_2.fastq.gz	14792_32	/nfs/users/nfs_v/vc11/lustre/DATABASES/baby_biome_3336/14792_32_final_assembly.fasta
14792_33	/lustre/scratch118/infgen/pathogen/pathpipe/pathogen_prok_external/seq-pipelines/human/gut_metagenome/TRACKING/100336/14792_33_clean/SLX/14792_33_clean/14792_33_clean/14792_33_clean_1.fastq.gz	/lustre/scratch118/infgen/pathogen/pathpipe/pathogen_prok_external/seq-pipelines/human/gut_metagenome/TRACKING/100336/14792_33_clean/SLX/14792_33_clean/14792_33_clean/14792_33_clean_2.fastq.gz	14792_33	/nfs/users/nfs_v/vc11/lustre/DATABASES/baby_biome_3336/14792_33_final_assembly.fasta
14792_34	/lustre/scratch118/infgen/pathogen/pathpipe/pathogen_prok_external/seq-pipelines/human/gut_metagenome/TRACKING/100336/14792_34_clean/SLX/14792_34_clean/14792_34_clean/14792_34_clean_1.fastq.gz	/lustre/scratch118/infgen/pathogen/pathpipe/pathogen_prok_external/seq-pipelines/human/gut_metagenome/TRACKING/100336/14792_34_clean/SLX/14792_34_clean/14792_34_clean/14792_34_clean_2.fastq.gz	14792_34	/nfs/users/nfs_v/vc11/lustre/DATABASES/baby_biome_3336/14792_34_final_assembly.fasta
14792_35	/lustre/scratch118/infgen/pathogen/pathpipe/pathogen_prok_external/seq-pipelines/human/gut_metagenome/TRACKING/100336/14792_35_clean/SLX/14792_35_clean/14792_35_clean/14792_35_clean_1.fastq.gz	/lustre/scratch118/infgen/pathogen/pathpipe/pathogen_prok_external/seq-pipelines/human/gut_metagenome/TRACKING/100336/14792_35_clean/SLX/14792_35_clean/14792_35_clean/14792_35_clean_2.fastq.gz	14792_35	/nfs/users/nfs_v/vc11/lustre/DATABASES/baby_biome_3336/14792_35_final_assembly.fasta
14792_36	/lustre/scratch118/infgen/pathogen/pathpipe/pathogen_prok_external/seq-pipelines/human/gut_metagenome/TRACKING/100336/14792_36_clean/SLX/14792_36_clean/14792_36_clean/14792_36_clean_1.fastq.gz	/lustre/scratch118/infgen/pathogen/pathpipe/pathogen_prok_external/seq-pipelines/human/gut_metagenome/TRACKING/100336/14792_36_clean/SLX/14792_36_clean/14792_36_clean/14792_36_clean_2.fastq.gz	14792_36	/nfs/users/nfs_v/vc11/lustre/DATABASES/baby_biome_3336/14792_36_final_assembly.fasta
14792_37	/lustre/scratch118/infgen/pathogen/pathpipe/pathogen_prok_external/seq-pipelines/human/gut_metagenome/TRACKING/100336/14792_37_clean/SLX/14792_37_clean/14792_37_clean/14792_37_clean_1.fastq.gz	/lustre/scratch118/infgen/pathogen/pathpipe/pathogen_prok_external/seq-pipelines/human/gut_metagenome/TRACKING/100336/14792_37_clean/SLX/14792_37_clean/14792_37_clean/14792_37_clean_2.fastq.gz	14792_37	/nfs/users/nfs_v/vc11/lustre/DATABASES/baby_biome_3336/14792_37_final_assembly.fasta
14794_10	/lustre/scratch118/infgen/pathogen/pathpipe/pathogen_prok_external/seq-pipelines/human/gut_metagenome/TRACKING/100336/14794_10_clean/SLX/14794_10_clean/14794_10_clean/14794_10_clean_1.fastq.gz	/lustre/scratch118/infgen/pathogen/pathpipe/pathogen_prok_external/seq-pipelines/human/gut_metagenome/TRACKING/100336/14794_10_clean/SLX/14794_10_clean/14794_10_clean/14794_10_clean_2.fastq.gz	14794_10	/nfs/users/nfs_v/vc11/lustre/DATABASES/baby_biome_3336/14794_10_final_assembly.fasta
14794_11	/lustre/scratch118/infgen/pathogen/pathpipe/pathogen_prok_external/seq-pipelines/human/gut_metagenome/TRACKING/100336/14794_11_clean/SLX/14794_11_clean/14794_11_clean/14794_11_clean_1.fastq.gz	/lustre/scratch118/infgen/pathogen/pathpipe/pathogen_prok_external/seq-pipelines/human/gut_metagenome/TRACKING/100336/14794_11_clean/SLX/14794_11_clean/14794_11_clean/14794_11_clean_2.fastq.gz	14794_11	/nfs/users/nfs_v/vc11/lustre/DATABASES/baby_biome_3336/14794_11_final_assembly.fasta
14794_12	/lustre/scratch118/infgen/pathogen/pathpipe/pathogen_prok_external/seq-pipelines/human/gut_metagenome/TRACKING/100336/14794_12_clean/SLX/14794_12_clean/14794_12_clean/14794_12_clean_1.fastq.gz	/lustre/scratch118/infgen/pathogen/pathpipe/pathogen_prok_external/seq-pipelines/human/gut_metagenome/TRACKING/100336/14794_12_clean/SLX/14794_12_clean/14794_12_clean/14794_12_clean_2.fastq.gz	14794_12	/nfs/users/nfs_v/vc11/lustre/DATABASES/baby_biome_3336/14794_12_final_assembly.fasta
14794_13	/lustre/scratch118/infgen/pathogen/pathpipe/pathogen_prok_external/seq-pipelines/human/gut_metagenome/TRACKING/100336/14794_13_clean/SLX/14794_13_clean/14794_13_clean/14794_13_clean_1.fastq.gz	/lustre/scratch118/infgen/pathogen/pathpipe/pathogen_prok_external/seq-pipelines/human/gut_metagenome/TRACKING/100336/14794_13_clean/SLX/14794_13_clean/14794_13_clean/14794_13_clean_2.fastq.gz	14794_13	/nfs/users/nfs_v/vc11/lustre/DATABASES/baby_biome_3336/14794_13_final_assembly.fasta
14794_14	/lustre/scratch118/infgen/pathogen/pathpipe/pathogen_prok_external/seq-pipelines/human/gut_metagenome/TRACKING/100336/14794_14_clean/SLX/14794_14_clean/14794_14_clean/14794_14_clean_1.fastq.gz	/lustre/scratch118/infgen/pathogen/pathpipe/pathogen_prok_external/seq-pipelines/human/gut_metagenome/TRACKING/100336/14794_14_clean/SLX/14794_14_clean/14794_14_clean/14794_14_clean_2.fastq.gz	14794_14	/nfs/users/nfs_v/vc11/lustre/DATABASES/baby_biome_3336/14794_14_final_assembly.fasta
14794_15	/lustre/scratch118/infgen/pathogen/pathpipe/pathogen_prok_external/seq-pipelines/human/gut_metagenome/TRACKING/100336/14794_15_clean/SLX/14794_15_clean/14794_15_clean/14794_15_clean_1.fastq.gz	/lustre/scratch118/infgen/pathogen/pathpipe/pathogen_prok_external/seq-pipelines/human/gut_metagenome/TRACKING/100336/14794_15_clean/SLX/14794_15_clean/14794_15_clean/14794_15_clean_2.fastq.gz	14794_15	/nfs/users/nfs_v/vc11/lustre/DATABASES/baby_biome_3336/14794_15_final_assembly.fasta
14794_16	/lustre/scratch118/infgen/pathogen/pathpipe/pathogen_prok_external/seq-pipelines/human/gut_metagenome/TRACKING/100336/14794_16_clean/SLX/14794_16_clean/14794_16_clean/14794_16_clean_1.fastq.gz	/lustre/scratch118/infgen/pathogen/pathpipe/pathogen_prok_external/seq-pipelines/human/gut_metagenome/TRACKING/100336/14794_16_clean/SLX/14794_16_clean/14794_16_clean/14794_16_clean_2.fastq.gz	14794_16	/nfs/users/nfs_v/vc11/lustre/DATABASES/baby_biome_3336/14794_16_final_assembly.fasta
14794_17	/lustre/scratch118/infgen/pathogen/pathpipe/pathogen_prok_external/seq-pipelines/human/gut_metagenome/TRACKING/100336/14794_17_clean/SLX/14794_17_clean/14794_17_clean/14794_17_clean_1.fastq.gz	/lustre/scratch118/infgen/pathogen/pathpipe/pathogen_prok_external/seq-pipelines/human/gut_metagenome/TRACKING/100336/14794_17_clean/SLX/14794_17_clean/14794_17_clean/14794_17_clean_2.fastq.gz	14794_17	/nfs/users/nfs_v/vc11/lustre/DATABASES/baby_biome_3336/14794_17_final_assembly.fasta
14794_18	/lustre/scratch118/infgen/pathogen/pathpipe/pathogen_prok_external/seq-pipelines/human/gut_metagenome/TRACKING/100336/14794_18_clean/SLX/14794_18_clean/14794_18_clean/14794_18_clean_1.fastq.gz	/lustre/scratch118/infgen/pathogen/pathpipe/pathogen_prok_external/seq-pipelines/human/gut_metagenome/TRACKING/100336/14794_18_clean/SLX/14794_18_clean/14794_18_clean/14794_18_clean_2.fastq.gz	14794_18	/nfs/users/nfs_v/vc11/lustre/DATABASES/baby_biome_3336/14794_18_final_assembly.fasta
14794_14	/lustre/scratch118/infgen/pathogen/pathpipe/pathogen_prok_external/seq-pipelines/human/gut_metagenome/TRACKING/100336/14794_14_clean/SLX/14794_14_clean/14794_14_clean/14794_14_clean_1.fastq.gz	/lustre/scratch118/infgen/pathogen/pathpipe/pathogen_prok_external/seq-pipelines/human/gut_metagenome/TRACKING/100336/14794_14_clean/SLX/14794_14_clean/14794_14_clean/14794_14_clean_2.fastq.gz	14794_14	/nfs/users/nfs_v/vc11/lustre/DATABASES/baby_biome_3336/14794_14_final_assembly.fasta
14794_15	/lustre/scratch118/infgen/pathogen/pathpipe/pathogen_prok_external/seq-pipelines/human/gut_metagenome/TRACKING/100336/14794_15_clean/SLX/14794_15_clean/14794_15_clean/14794_15_clean_1.fastq.gz	/lustre/scratch118/infgen/pathogen/pathpipe/pathogen_prok_external/seq-pipelines/human/gut_metagenome/TRACKING/100336/14794_15_clean/SLX/14794_15_clean/14794_15_clean/14794_15_clean_2.fastq.gz	14794_15	/nfs/users/nfs_v/vc11/lustre/DATABASES/baby_biome_3336/14794_15_final_assembly.fasta
14794_16	/lustre/scratch118/infgen/pathogen/pathpipe/pathogen_prok_external/seq-pipelines/human/gut_metagenome/TRACKING/100336/14794_16_clean/SLX/14794_16_clean/14794_16_clean/14794_16_clean_1.fastq.gz	/lustre/scratch118/infgen/pathogen/pathpipe/pathogen_prok_external/seq-pipelines/human/gut_metagenome/TRACKING/100336/14794_16_clean/SLX/14794_16_clean/14794_16_clean/14794_16_clean_2.fastq.gz	14794_16	/nfs/users/nfs_v/vc11/lustre/DATABASES/baby_biome_3336/14794_16_final_assembly.fasta
14794_17	/lustre/scratch118/infgen/pathogen/pathpipe/pathogen_prok_external/seq-pipelines/human/gut_metagenome/TRACKING/100336/14794_17_clean/SLX/14794_17_clean/14794_17_clean/14794_17_clean_1.fastq.gz	/lustre/scratch118/infgen/pathogen/pathpipe/pathogen_prok_external/seq-pipelines/human/gut_metagenome/TRACKING/100336/14794_17_clean/SLX/14794_17_clean/14794_17_clean/14794_17_clean_2.fastq.gz	14794_17	/nfs/users/nfs_v/vc11/lustre/DATABASES/baby_biome_3336/14794_17_final_assembly.fasta
14794_18	/lustre/scratch118/infgen/pathogen/pathpipe/pathogen_prok_external/seq-pipelines/human/gut_metagenome/TRACKING/100336/14794_18_clean/SLX/14794_18_clean/14794_18_clean/14794_18_clean_1.fastq.gz	/lustre/scratch118/infgen/pathogen/pathpipe/pathogen_prok_external/seq-pipelines/human/gut_metagenome/TRACKING/100336/14794_18_clean/SLX/14794_18_clean/14794_18_clean/14794_18_clean_2.fastq.gz	14794_18	/nfs/users/nfs_v/vc11/lustre/DATABASES/baby_biome_3336/14794_18_final_assembly.fasta
14794_1	/lustre/scratch118/infgen/pathogen/pathpipe/pathogen_prok_external/seq-pipelines/human/gut_metagenome/TRACKING/100336/14794_1_clean/SLX/14794_1_clean/14794_1_clean/14794_1_clean_1.fastq.gz	/lustre/scratch118/infgen/pathogen/pathpipe/pathogen_prok_external/seq-pipelines/human/gut_metagenome/TRACKING/100336/14794_1_clean/SLX/14794_1_clean/14794_1_clean/14794_1_clean_2.fastq.gz	14794_1	/nfs/users/nfs_v/vc11/lustre/DATABASES/baby_biome_3336/14794_1_final_assembly.fasta
14794_10	/lustre/scratch118/infgen/pathogen/pathpipe/pathogen_prok_external/seq-pipelines/human/gut_metagenome/TRACKING/100336/14794_10_clean/SLX/14794_10_clean/14794_10_clean/14794_10_clean_1.fastq.gz	/lustre/scratch118/infgen/pathogen/pathpipe/pathogen_prok_external/seq-pipelines/human/gut_metagenome/TRACKING/100336/14794_10_clean/SLX/14794_10_clean/14794_10_clean/14794_10_clean_2.fastq.gz	14794_10	/nfs/users/nfs_v/vc11/lustre/DATABASES/baby_biome_3336/14794_10_final_assembly.fasta
14794_11	/lustre/scratch118/infgen/pathogen/pathpipe/pathogen_prok_external/seq-pipelines/human/gut_metagenome/TRACKING/100336/14794_11_clean/SLX/14794_11_clean/14794_11_clean/14794_11_clean_1.fastq.gz	/lustre/scratch118/infgen/pathogen/pathpipe/pathogen_prok_external/seq-pipelines/human/gut_metagenome/TRACKING/100336/14794_11_clean/SLX/14794_11_clean/14794_11_clean/14794_11_clean_2.fastq.gz	14794_11	/nfs/users/nfs_v/vc11/lustre/DATABASES/baby_biome_3336/14794_11_final_assembly.fasta
14794_12	/lustre/scratch118/infgen/pathogen/pathpipe/pathogen_prok_external/seq-pipelines/human/gut_metagenome/TRACKING/100336/14794_12_clean/SLX/14794_12_clean/14794_12_clean/14794_12_clean_1.fastq.gz	/lustre/scratch118/infgen/pathogen/pathpipe/pathogen_prok_external/seq-pipelines/human/gut_metagenome/TRACKING/100336/14794_12_clean/SLX/14794_12_clean/14794_12_clean/14794_12_clean_2.fastq.gz	14794_12	/nfs/users/nfs_v/vc11/lustre/DATABASES/baby_biome_3336/14794_12_final_assembly.fasta
14794_13	/lustre/scratch118/infgen/pathogen/pathpipe/pathogen_prok_external/seq-pipelines/human/gut_metagenome/TRACKING/100336/14794_13_clean/SLX/14794_13_clean/14794_13_clean/14794_13_clean_1.fastq.gz	/lustre/scratch118/infgen/pathogen/pathpipe/pathogen_prok_external/seq-pipelines/human/gut_metagenome/TRACKING/100336/14794_13_clean/SLX/14794_13_clean/14794_13_clean/14794_13_clean_2.fastq.gz	14794_13	/nfs/users/nfs_v/vc11/lustre/DATABASES/baby_biome_3336/14794_13_final_assembly.fasta
14794_2	/lustre/scratch118/infgen/pathogen/pathpipe/pathogen_prok_external/seq-pipelines/human/gut_metagenome/TRACKING/100336/14794_2_clean/SLX/14794_2_clean/14794_2_clean/14794_2_clean_1.fastq.gz	/lustre/scratch118/infgen/pathogen/pathpipe/pathogen_prok_external/seq-pipelines/human/gut_metagenome/TRACKING/100336/14794_2_clean/SLX/14794_2_clean/14794_2_clean/14794_2_clean_2.fastq.gz	14794_2	/nfs/users/nfs_v/vc11/lustre/DATABASES/baby_biome_3336/14794_2_final_assembly.fasta
14794_3	/lustre/scratch118/infgen/pathogen/pathpipe/pathogen_prok_external/seq-pipelines/human/gut_metagenome/TRACKING/100336/14794_3_clean/SLX/14794_3_clean/14794_3_clean/14794_3_clean_1.fastq.gz	/lustre/scratch118/infgen/pathogen/pathpipe/pathogen_prok_external/seq-pipelines/human/gut_metagenome/TRACKING/100336/14794_3_clean/SLX/14794_3_clean/14794_3_clean/14794_3_clean_2.fastq.gz	14794_3	/nfs/users/nfs_v/vc11/lustre/DATABASES/baby_biome_3336/14794_3_final_assembly.fasta
14794_4	/lustre/scratch118/infgen/pathogen/pathpipe/pathogen_prok_external/seq-pipelines/human/gut_metagenome/TRACKING/100336/14794_4_clean/SLX/14794_4_clean/14794_4_clean/14794_4_clean_1.fastq.gz	/lustre/scratch118/infgen/pathogen/pathpipe/pathogen_prok_external/seq-pipelines/human/gut_metagenome/TRACKING/100336/14794_4_clean/SLX/14794_4_clean/14794_4_clean/14794_4_clean_2.fastq.gz	14794_4	/nfs/users/nfs_v/vc11/lustre/DATABASES/baby_biome_3336/14794_4_final_assembly.fasta
14794_5	/lustre/scratch118/infgen/pathogen/pathpipe/pathogen_prok_external/seq-pipelines/human/gut_metagenome/TRACKING/100336/14794_5_clean/SLX/14794_5_clean/14794_5_clean/14794_5_clean_1.fastq.gz	/lustre/scratch118/infgen/pathogen/pathpipe/pathogen_prok_external/seq-pipelines/human/gut_metagenome/TRACKING/100336/14794_5_clean/SLX/14794_5_clean/14794_5_clean/14794_5_clean_2.fastq.gz	14794_5	/nfs/users/nfs_v/vc11/lustre/DATABASES/baby_biome_3336/14794_5_final_assembly.fasta
14794_6	/lustre/scratch118/infgen/pathogen/pathpipe/pathogen_prok_external/seq-pipelines/human/gut_metagenome/TRACKING/100336/14794_6_clean/SLX/14794_6_clean/14794_6_clean/14794_6_clean_1.fastq.gz	/lustre/scratch118/infgen/pathogen/pathpipe/pathogen_prok_external/seq-pipelines/human/gut_metagenome/TRACKING/100336/14794_6_clean/SLX/14794_6_clean/14794_6_clean/14794_6_clean_2.fastq.gz	14794_6	/nfs/users/nfs_v/vc11/lustre/DATABASES/baby_biome_3336/14794_6_final_assembly.fasta
14794_7	/lustre/scratch118/infgen/pathogen/pathpipe/pathogen_prok_external/seq-pipelines/human/gut_metagenome/TRACKING/100336/14794_7_clean/SLX/14794_7_clean/14794_7_clean/14794_7_clean_1.fastq.gz	/lustre/scratch118/infgen/pathogen/pathpipe/pathogen_prok_external/seq-pipelines/human/gut_metagenome/TRACKING/100336/14794_7_clean/SLX/14794_7_clean/14794_7_clean/14794_7_clean_2.fastq.gz	14794_7	/nfs/users/nfs_v/vc11/lustre/DATABASES/baby_biome_3336/14794_7_final_assembly.fasta
14794_8	/lustre/scratch118/infgen/pathogen/pathpipe/pathogen_prok_external/seq-pipelines/human/gut_metagenome/TRACKING/100336/14794_8_clean/SLX/14794_8_clean/14794_8_clean/14794_8_clean_1.fastq.gz	/lustre/scratch118/infgen/pathogen/pathpipe/pathogen_prok_external/seq-pipelines/human/gut_metagenome/TRACKING/100336/14794_8_clean/SLX/14794_8_clean/14794_8_clean/14794_8_clean_2.fastq.gz	14794_8	/nfs/users/nfs_v/vc11/lustre/DATABASES/baby_biome_3336/14794_8_final_assembly.fasta
14794_9	/lustre/scratch118/infgen/pathogen/pathpipe/pathogen_prok_external/seq-pipelines/human/gut_metagenome/TRACKING/100336/14794_9_clean/SLX/14794_9_clean/14794_9_clean/14794_9_clean_1.fastq.gz	/lustre/scratch118/infgen/pathogen/pathpipe/pathogen_prok_external/seq-pipelines/human/gut_metagenome/TRACKING/100336/14794_9_clean/SLX/14794_9_clean/14794_9_clean/14794_9_clean_2.fastq.gz	14794_9	/nfs/users/nfs_v/vc11/lustre/DATABASES/baby_biome_3336/14794_9_final_assembly.fasta
14795_54	/lustre/scratch118/infgen/pathogen/pathpipe/pathogen_prok_external/seq-pipelines/human/gut_metagenome/TRACKING/100336/14795_54_clean/SLX/14795_54_clean/14795_54_clean/14795_54_clean_1.fastq.gz	/lustre/scratch118/infgen/pathogen/pathpipe/pathogen_prok_external/seq-pipelines/human/gut_metagenome/TRACKING/100336/14795_54_clean/SLX/14795_54_clean/14795_54_clean/14795_54_clean_2.fastq.gz	14795_54	/nfs/users/nfs_v/vc11/lustre/DATABASES/baby_biome_3336/14795_54_final_assembly.fasta
14795_55	/lustre/scratch118/infgen/pathogen/pathpipe/pathogen_prok_external/seq-pipelines/human/gut_metagenome/TRACKING/100336/14795_55_clean/SLX/14795_55_clean/14795_55_clean/14795_55_clean_1.fastq.gz	/lustre/scratch118/infgen/pathogen/pathpipe/pathogen_prok_external/seq-pipelines/human/gut_metagenome/TRACKING/100336/14795_55_clean/SLX/14795_55_clean/14795_55_clean/14795_55_clean_2.fastq.gz	14795_55	/nfs/users/nfs_v/vc11/lustre/DATABASES/baby_biome_3336/14795_55_final_assembly.fasta
14795_56	/lustre/scratch118/infgen/pathogen/pathpipe/pathogen_prok_external/seq-pipelines/human/gut_metagenome/TRACKING/100336/14795_56_clean/SLX/14795_56_clean/14795_56_clean/14795_56_clean_1.fastq.gz	/lustre/scratch118/infgen/pathogen/pathpipe/pathogen_prok_external/seq-pipelines/human/gut_metagenome/TRACKING/100336/14795_56_clean/SLX/14795_56_clean/14795_56_clean/14795_56_clean_2.fastq.gz	14795_56	/nfs/users/nfs_v/vc11/lustre/DATABASES/baby_biome_3336/14795_56_final_assembly.fasta
14795_57	/lustre/scratch118/infgen/pathogen/pathpipe/pathogen_prok_external/seq-pipelines/human/gut_metagenome/TRACKING/100336/14795_57_clean/SLX/14795_57_clean/14795_57_clean/14795_57_clean_1.fastq.gz	/lustre/scratch118/infgen/pathogen/pathpipe/pathogen_prok_external/seq-pipelines/human/gut_metagenome/TRACKING/100336/14795_57_clean/SLX/14795_57_clean/14795_57_clean/14795_57_clean_2.fastq.gz	14795_57	/nfs/users/nfs_v/vc11/lustre/DATABASES/baby_biome_3336/14795_57_final_assembly.fasta
